YEAR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,condition,updated
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2006,1,0,0,0,0,0,0,0,0,0,0,0,1,058,"1 June, 2020"
2007,1,0,0,0,0,0,0,0,0,0,0,0,1,058,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2010,0,1,0,0,0,0,0,0,0,0,0,0,1,058,"1 June, 2020"
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,058,"1 June, 2020"
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2013,1,0,0,0,0,0,0,0,0,0,0,0,1,063,"1 June, 2020"
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,063,"1 June, 2020"
1995,42,54,152,106,115,61,44,40,30,37,47,31,759,048,"1 June, 2020"
1996,64,121,208,119,84,43,35,35,45,40,40,42,876,048,"1 June, 2020"
1997,82,92,97,99,77,40,29,18,31,47,31,44,687,048,"1 June, 2020"
1998,77,63,65,67,43,27,29,19,31,32,30,41,524,048,"1 June, 2020"
1999,54,64,86,108,80,41,32,29,34,22,44,43,637,048,"1 June, 2020"
2000,56,61,68,54,72,41,29,38,46,44,69,65,643,048,"1 June, 2020"
2001,98,114,152,181,193,98,46,51,40,46,61,58,1138,048,"1 June, 2020"
2002,81,81,127,155,116,90,37,39,33,56,54,37,906,048,"1 June, 2020"
2003,71,87,122,325,315,118,72,53,40,64,51,47,1365,048,"1 June, 2020"
2004,74,106,135,136,104,80,47,65,79,77,110,85,1098,048,"1 June, 2020"
2005,94,131,137,168,172,95,68,79,76,70,116,107,1313,048,"1 June, 2020"
2006,158,226,351,258,249,147,125,120,119,165,125,83,2126,048,"1 June, 2020"
2007,110,119,217,251,195,122,115,101,103,144,127,104,1708,048,"1 June, 2020"
2008,211,290,315,209,144,128,110,120,133,132,146,141,2079,048,"1 June, 2020"
2009,161,210,194,137,122,92,71,97,97,96,109,86,1472,048,"1 June, 2020"
2010,133,139,180,177,126,79,67,74,77,99,122,191,1464,048,"1 June, 2020"
2011,326,238,274,146,145,101,107,91,91,115,129,102,1865,048,"1 June, 2020"
2012,121,164,166,131,128,80,69,94,120,237,209,208,1727,048,"1 June, 2020"
2013,345,454,623,573,589,396,321,252,223,195,146,119,4236,048,"1 June, 2020"
2014,148,112,70,91,70,57,38,21,30,38,43,22,740,048,"1 June, 2020"
2015,62,80,126,94,62,32,29,36,18,43,28,18,628,048,"1 June, 2020"
2016,36,46,45,39,37,13,15,16,14,20,24,24,329,048,"1 June, 2020"
2017,30,39,42,26,61,62,27,25,28,35,44,29,448,048,"1 June, 2020"
2018,36,28,44,46,41,25,23,30,16,18,22,14,343,048,"1 June, 2020"
2019,25,28,30,21,26,16,23,20,12,22,18,14,255,048,"1 June, 2020"
2020,31,40,70,87,79,0,0,0,0,0,0,0,307,048,"1 June, 2020"
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
1998,0,0,0,0,1,0,0,0,0,0,0,0,1,045,"1 June, 2020"
1999,0,0,0,0,0,0,0,0,0,0,1,0,1,045,"1 June, 2020"
2000,0,0,0,0,0,0,0,0,0,2,0,0,2,045,"1 June, 2020"
2001,0,1,0,1,0,0,0,0,0,0,0,0,2,045,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
2003,0,0,0,0,1,0,0,0,0,0,0,0,1,045,"1 June, 2020"
2004,0,1,0,0,0,0,0,0,0,0,0,0,1,045,"1 June, 2020"
2005,1,0,0,0,1,0,0,1,0,0,0,0,3,045,"1 June, 2020"
2006,0,0,0,0,0,0,0,0,0,1,0,0,1,045,"1 June, 2020"
2007,1,0,0,0,0,0,0,0,0,0,0,0,1,045,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
2009,0,0,1,0,0,0,0,0,0,0,0,0,1,045,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
2011,0,0,0,0,1,0,0,0,1,0,0,0,2,045,"1 June, 2020"
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
2013,0,1,1,0,0,1,0,1,0,0,0,0,4,045,"1 June, 2020"
2014,0,0,0,1,0,0,0,0,0,0,0,0,1,045,"1 June, 2020"
2015,0,1,0,0,0,1,0,0,0,0,0,1,3,045,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,2,2,045,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
2019,1,0,0,0,0,0,1,0,0,0,0,0,2,045,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,045,"1 June, 2020"
1991,2,2,3,2,1,1,1,5,2,3,4,0,26,004,"1 June, 2020"
1992,1,2,2,0,0,4,4,1,4,3,3,6,30,004,"1 June, 2020"
1993,0,4,0,2,2,0,0,3,2,1,1,1,16,004,"1 June, 2020"
1994,0,1,0,1,3,1,1,4,7,6,7,6,37,004,"1 June, 2020"
1995,1,2,0,1,7,2,1,0,1,4,3,3,25,004,"1 June, 2020"
1996,2,8,2,3,0,3,0,4,5,4,4,5,40,004,"1 June, 2020"
1997,5,1,1,1,2,1,2,6,6,2,5,5,37,004,"1 June, 2020"
1998,7,5,0,1,2,2,5,2,4,9,2,3,42,004,"1 June, 2020"
1999,1,2,4,1,4,1,5,10,8,7,8,3,54,004,"1 June, 2020"
2000,2,0,3,0,1,1,1,5,5,3,4,3,28,004,"1 June, 2020"
2001,4,2,1,1,0,4,2,0,2,2,1,1,20,004,"1 June, 2020"
2002,8,3,1,2,2,3,5,1,2,5,7,0,39,004,"1 June, 2020"
2003,3,0,1,2,2,3,3,2,0,2,2,0,20,004,"1 June, 2020"
2004,1,1,4,3,1,2,4,5,1,6,7,3,38,004,"1 June, 2020"
2005,4,4,4,2,0,2,1,2,3,6,7,6,41,004,"1 June, 2020"
2006,4,6,4,2,4,1,2,10,3,4,7,3,50,004,"1 June, 2020"
2007,3,5,6,3,1,2,1,3,6,3,2,2,37,004,"1 June, 2020"
2008,3,3,2,3,7,4,5,4,5,2,2,6,46,004,"1 June, 2020"
2009,3,3,1,1,5,3,3,1,3,4,2,3,32,004,"1 June, 2020"
2010,3,1,1,0,4,0,1,3,3,2,1,2,21,004,"1 June, 2020"
2011,1,5,5,3,4,3,0,3,4,3,4,2,37,004,"1 June, 2020"
2012,5,2,1,0,1,2,2,5,6,0,6,1,31,004,"1 June, 2020"
2013,1,1,2,2,1,0,1,0,0,4,1,1,14,004,"1 June, 2020"
2014,3,3,0,1,0,2,2,1,2,0,3,0,17,004,"1 June, 2020"
2015,1,0,3,2,1,4,1,1,4,0,1,1,19,004,"1 June, 2020"
2016,0,0,2,0,3,1,4,2,1,1,2,2,18,004,"1 June, 2020"
2017,0,1,0,1,5,0,4,0,0,3,4,1,19,004,"1 June, 2020"
2018,4,5,2,1,2,3,2,2,1,2,2,2,28,004,"1 June, 2020"
2019,1,0,1,0,1,0,0,2,1,1,2,0,9,004,"1 June, 2020"
2020,1,3,2,0,2,0,0,0,0,0,0,0,8,004,"1 June, 2020"
1991,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
1998,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,081,"1 June, 2020"
2020,12,86,5850,942,302,0,0,0,0,0,0,0,7192,081,"1 June, 2020"
1991,564,614,693,766,732,693,767,765,669,968,910,860,9001,005,"1 June, 2020"
1992,761,765,687,610,624,645,651,672,879,1064,1022,894,9274,005,"1 June, 2020"
1993,785,691,701,579,587,546,640,587,689,843,840,784,8272,005,"1 June, 2020"
1994,808,757,760,735,806,782,829,859,836,1006,1138,850,10166,005,"1 June, 2020"
1995,829,914,957,726,855,776,887,972,893,1120,1140,1029,11098,005,"1 June, 2020"
1996,1085,1043,984,863,993,844,1077,932,873,1200,1165,1102,12161,005,"1 June, 2020"
1997,1074,996,899,929,947,935,952,838,919,1271,1272,964,11996,005,"1 June, 2020"
1998,1035,970,1011,736,801,902,1006,1247,1004,1430,1331,1238,12711,005,"1 June, 2020"
1999,899,1012,1148,878,994,951,1111,1166,956,1092,1142,1030,12379,005,"1 June, 2020"
2000,1126,1001,1077,937,1164,1127,1189,1162,1010,1357,1334,1165,13649,005,"1 June, 2020"
2001,1160,1063,1150,1149,1274,1315,1303,1435,1436,1722,1578,1520,16105,005,"1 June, 2020"
2002,1491,1279,1031,1103,1171,914,1146,1035,1183,1531,1452,1375,14711,005,"1 June, 2020"
2003,1550,1472,1463,1161,1227,1121,1229,1057,1042,1299,1277,1466,15364,005,"1 June, 2020"
2004,1569,1290,1425,1018,995,990,1102,1382,1275,1546,1537,1458,15587,005,"1 June, 2020"
2005,1622,1396,1157,1241,1208,1081,1109,1333,1352,1641,1761,1592,16493,005,"1 June, 2020"
2006,1402,1136,1188,996,1292,1098,1180,1394,1335,1589,1485,1341,15436,005,"1 June, 2020"
2007,1825,1424,1582,1357,1290,1238,1281,1147,1127,1560,1680,1481,16992,005,"1 June, 2020"
2008,1767,1560,1323,1220,1109,1107,1290,1059,1038,1338,1368,1382,15561,005,"1 June, 2020"
2009,1530,1279,1301,1325,1442,1120,1234,1276,1326,1496,1477,1300,16106,005,"1 June, 2020"
2010,1581,1373,1281,1160,1098,1093,1243,1415,1351,1772,1865,1760,16992,005,"1 June, 2020"
2011,1878,1570,1433,1264,1356,1400,1490,1471,1484,1385,1479,1512,17722,005,"1 June, 2020"
2012,1938,1692,1180,1055,1179,1035,1233,1241,1208,1433,1267,1241,15702,005,"1 June, 2020"
2013,1297,1088,1090,1039,1155,1003,1181,1170,1174,1410,1521,1561,14689,005,"1 June, 2020"
2014,1795,1465,1537,1434,1677,1553,1606,1540,1617,1954,1906,1854,19938,005,"1 June, 2020"
2015,1986,1761,1778,1656,1685,1653,1905,1757,1783,2348,2238,2000,22550,005,"1 June, 2020"
2016,2039,2177,1712,1668,1722,1837,1997,2031,1993,2185,2429,2451,24241,005,"1 June, 2020"
2017,2550,2068,1994,1610,2485,2127,2442,2295,2334,3012,3051,2730,28698,005,"1 June, 2020"
2018,3246,2629,2536,2225,2508,2373,2601,2488,2230,3060,3208,3029,32133,005,"1 June, 2020"
2019,3673,2972,2786,2427,2687,2376,2851,2854,2943,3648,3474,3188,35879,005,"1 June, 2020"
2020,3603,3132,2595,1438,1590,0,0,0,0,0,0,0,12358,005,"1 June, 2020"
1991,0,0,0,0,0,0,0,0,0,0,1,0,1,006,"1 June, 2020"
1992,0,1,0,0,0,0,0,0,0,1,0,0,2,006,"1 June, 2020"
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
1997,0,1,0,0,0,0,0,0,0,0,0,0,1,006,"1 June, 2020"
1998,0,0,0,1,0,0,0,0,0,0,0,0,1,006,"1 June, 2020"
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,006,"1 June, 2020"
2008,0,0,0,2,1,0,1,1,1,1,3,2,12,078,"1 June, 2020"
2009,5,1,2,2,3,3,4,0,1,2,1,6,30,078,"1 June, 2020"
2010,6,8,5,1,1,2,7,0,2,14,9,7,62,078,"1 June, 2020"
2011,4,5,5,6,2,2,1,2,1,4,3,4,39,078,"1 June, 2020"
2012,1,2,0,1,1,0,2,0,2,3,3,4,19,078,"1 June, 2020"
2013,13,9,12,18,15,16,24,10,6,5,4,2,134,078,"1 June, 2020"
2014,5,8,8,9,5,8,7,4,6,12,16,22,110,078,"1 June, 2020"
2015,31,20,4,9,12,10,7,5,4,5,3,3,113,078,"1 June, 2020"
2016,8,4,6,11,3,1,4,9,21,25,18,4,114,078,"1 June, 2020"
2017,6,6,9,5,6,10,15,7,9,16,9,1,99,078,"1 June, 2020"
2018,1,3,1,3,2,2,2,3,6,8,5,5,41,078,"1 June, 2020"
2019,4,4,5,3,6,3,15,6,9,11,10,8,84,078,"1 June, 2020"
2020,15,8,2,0,0,0,0,0,0,0,0,0,25,078,"1 June, 2020"
1994,564,674,687,555,684,696,537,616,534,529,548,499,7123,007,"1 June, 2020"
1995,575,542,621,443,578,479,376,489,513,612,596,556,6380,007,"1 June, 2020"
1996,655,685,713,721,754,625,725,711,669,755,757,615,8385,007,"1 June, 2020"
1997,842,835,777,945,843,837,847,789,730,883,825,731,9884,007,"1 June, 2020"
1998,916,899,1077,988,1070,989,969,989,1004,1049,976,924,11850,007,"1 June, 2020"
1999,1064,1127,1295,1237,1154,1165,1260,1241,1155,1118,1223,1041,14080,007,"1 June, 2020"
2000,1194,1343,1493,1193,1509,1346,1360,1628,1366,1563,1631,1290,16916,007,"1 June, 2020"
2001,1639,1682,1933,1408,1900,1638,1708,1833,1506,1802,1767,1379,20195,007,"1 June, 2020"
2002,1996,1952,1957,1990,2212,1965,2072,2062,2100,2135,2124,1866,24431,007,"1 June, 2020"
2003,2301,2519,2604,2188,2735,2583,2783,2511,2481,2749,2520,2450,30424,007,"1 June, 2020"
2004,2911,3034,3219,2852,3134,2966,2912,2965,3027,2986,3280,2877,36163,007,"1 June, 2020"
2005,3134,3511,3663,3562,3842,3489,3419,3511,3224,3391,3611,2972,41329,007,"1 June, 2020"
2006,3813,3990,4467,3535,4342,3866,3800,4221,3751,4078,4141,3538,47542,007,"1 June, 2020"
2007,4201,4552,4718,3850,5078,4156,4256,4347,3954,4733,4521,3665,52031,007,"1 June, 2020"
2008,4724,5241,4617,5096,5332,4708,5097,4828,4720,5102,4687,4463,58615,007,"1 June, 2020"
2009,4815,5275,5619,5244,6012,5606,5141,5003,5112,5275,5255,4835,63192,007,"1 June, 2020"
2010,5564,6503,7020,5888,6531,6432,6081,6257,6092,5998,6463,5538,74367,007,"1 June, 2020"
2011,6120,6956,7684,5908,7227,7157,6606,7035,6677,6614,7101,5996,81081,007,"1 June, 2020"
2012,7133,7785,7643,6306,7766,6367,6633,7249,6379,7480,6983,5513,83237,007,"1 June, 2020"
2013,7284,7362,6796,7120,7727,6293,7108,7167,6489,7373,7110,6006,83835,007,"1 June, 2020"
2014,7549,7810,7611,7167,8069,7129,7341,6815,6863,7462,6815,6185,86816,007,"1 June, 2020"
2015,7268,7518,8100,6985,7395,6959,7321,6714,6957,7073,7239,6891,86420,007,"1 June, 2020"
2016,7612,8226,8057,8528,8598,7796,7435,8233,7540,7609,8148,6839,94621,007,"1 June, 2020"
2017,8691,9005,9719,7530,9387,8232,8125,8639,7554,8725,8575,7062,101244,007,"1 June, 2020"
2018,9474,9157,9073,8491,9463,8307,8509,8979,7966,9352,8934,7101,104806,007,"1 June, 2020"
2019,9737,9321,9206,8227,9694,8299,9434,9100,8330,7982,7250,5934,102514,007,"1 June, 2020"
2020,7673,7637,6676,4544,4397,0,0,0,0,0,0,0,30927,007,"1 June, 2020"
1991,0,0,0,0,0,0,0,0,0,1,0,0,1,008,"1 June, 2020"
1992,1,0,0,1,0,0,1,0,0,0,1,0,4,008,"1 June, 2020"
1993,1,0,0,1,0,0,0,0,1,0,2,1,6,008,"1 June, 2020"
1994,0,0,1,2,0,0,0,0,0,0,0,0,3,008,"1 June, 2020"
1995,0,0,1,0,0,1,3,1,0,0,0,0,6,008,"1 June, 2020"
1996,0,1,1,0,1,0,0,0,1,0,0,1,5,008,"1 June, 2020"
1997,0,0,0,0,0,1,0,0,0,0,0,0,1,008,"1 June, 2020"
1998,1,0,1,0,1,0,0,0,0,0,0,0,3,008,"1 June, 2020"
1999,1,0,0,1,0,0,0,1,0,0,0,0,3,008,"1 June, 2020"
2000,0,1,0,0,0,0,0,0,0,1,0,0,2,008,"1 June, 2020"
2001,0,0,0,0,0,1,1,0,1,0,0,0,3,008,"1 June, 2020"
2002,0,0,1,0,0,0,1,1,1,1,0,0,5,008,"1 June, 2020"
2003,0,0,0,0,0,1,0,0,0,0,0,0,1,008,"1 June, 2020"
2004,0,1,0,1,1,0,0,2,0,0,0,0,5,008,"1 June, 2020"
2005,0,0,2,0,1,0,0,0,0,0,0,0,3,008,"1 June, 2020"
2006,0,0,0,0,0,0,0,0,0,0,3,0,3,008,"1 June, 2020"
2007,0,0,1,0,0,1,0,0,0,0,1,0,3,008,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,4,0,0,4,008,"1 June, 2020"
2009,2,0,0,1,0,0,1,0,0,0,0,0,4,008,"1 June, 2020"
2010,0,0,0,0,0,0,2,1,0,0,0,0,3,008,"1 June, 2020"
2011,0,0,1,3,1,0,1,0,0,0,0,0,6,008,"1 June, 2020"
2012,0,0,0,3,0,1,0,1,0,0,0,0,5,008,"1 June, 2020"
2013,0,0,0,0,1,0,0,0,0,2,0,0,3,008,"1 June, 2020"
2014,0,0,1,0,0,1,0,0,0,0,0,0,2,008,"1 June, 2020"
2015,0,0,0,0,1,0,0,0,0,0,0,1,2,008,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,1,0,0,1,008,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,1,0,1,0,2,008,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,008,"1 June, 2020"
2019,0,0,1,1,0,0,0,0,0,0,0,0,2,008,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,008,"1 June, 2020"
2001,134,148,220,157,164,107,78,75,82,137,138,185,1625,061,"1 June, 2020"
2002,556,915,637,291,212,114,111,69,56,94,90,118,3263,061,"1 June, 2020"
2003,133,172,211,153,93,66,84,50,58,53,57,90,1220,061,"1 June, 2020"
2004,162,148,218,181,150,100,87,79,79,76,135,260,1675,061,"1 June, 2020"
2005,406,391,455,375,290,161,144,106,85,166,340,291,3210,061,"1 June, 2020"
2006,377,500,639,480,312,148,100,108,101,66,193,181,3205,061,"1 June, 2020"
2007,255,431,437,301,204,109,99,91,72,122,387,300,2808,061,"1 June, 2020"
2008,280,237,240,237,132,111,125,99,90,98,149,205,2003,061,"1 June, 2020"
2009,501,1107,1253,665,314,173,121,74,64,77,123,151,4623,061,"1 June, 2020"
2010,166,170,188,175,131,92,86,70,94,110,100,100,1482,061,"1 June, 2020"
2011,162,187,288,187,185,98,107,97,87,94,128,191,1811,061,"1 June, 2020"
2012,392,487,569,457,286,176,141,89,104,100,149,192,3142,061,"1 June, 2020"
2013,391,615,723,542,379,206,198,107,116,134,198,243,3852,061,"1 June, 2020"
2014,299,282,277,245,228,190,152,136,132,131,160,176,2408,061,"1 June, 2020"
2015,313,515,676,466,321,183,180,127,175,187,487,434,4064,061,"1 June, 2020"
2016,553,864,894,717,470,313,277,205,176,229,309,414,5421,061,"1 June, 2020"
2017,586,822,865,570,435,273,200,154,165,181,224,220,4695,061,"1 June, 2020"
2018,377,377,406,380,265,169,191,151,135,182,192,186,3011,061,"1 June, 2020"
2019,320,375,293,239,231,134,151,130,127,162,271,245,2678,061,"1 June, 2020"
2020,435,521,518,168,113,0,0,0,0,0,0,0,1755,061,"1 June, 2020"
1991,2,1,6,0,1,0,0,2,1,0,1,3,17,003,"1 June, 2020"
1992,2,1,5,4,120,110,73,14,6,7,6,4,352,003,"1 June, 2020"
1993,6,18,123,287,155,60,6,2,1,2,2,2,664,003,"1 June, 2020"
1994,0,4,1,1,0,0,3,0,1,0,0,1,11,003,"1 June, 2020"
1995,2,3,2,5,2,3,4,2,4,4,2,6,39,003,"1 June, 2020"
1996,8,3,2,4,1,0,4,0,3,10,4,84,123,003,"1 June, 2020"
1997,63,12,21,8,3,2,1,1,2,6,7,45,171,003,"1 June, 2020"
1998,51,91,46,33,45,34,18,17,32,77,72,65,581,003,"1 June, 2020"
1999,30,21,13,5,7,6,2,8,4,2,7,26,131,003,"1 June, 2020"
2000,61,62,31,20,9,10,3,2,6,3,3,6,216,003,"1 June, 2020"
2001,9,8,27,16,33,9,26,8,16,8,13,10,183,003,"1 June, 2020"
2002,24,17,43,30,21,15,15,10,14,11,12,12,224,003,"1 June, 2020"
2003,28,52,267,145,92,33,19,7,7,53,104,61,868,003,"1 June, 2020"
2004,65,112,60,42,13,9,10,14,7,6,7,5,350,003,"1 June, 2020"
2005,11,27,54,12,19,13,16,12,8,13,14,20,219,003,"1 June, 2020"
2006,23,21,14,14,23,20,19,9,10,13,15,7,188,003,"1 June, 2020"
2007,29,27,38,42,22,17,24,30,10,24,23,29,315,003,"1 June, 2020"
2008,55,44,50,21,36,38,37,32,30,34,46,132,555,003,"1 June, 2020"
2009,344,390,277,103,48,44,32,36,20,29,38,43,1404,003,"1 June, 2020"
2010,48,59,56,70,90,114,142,88,93,146,172,150,1228,003,"1 June, 2020"
